Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
200371,2.4375,-6.125,-0.5,-0.05273438,0.1806641,0.9667969,0.002441406,0.05712891,-0.2573242
200372,1.4375,-4.875,-0.625,-0.05273438,0.1650391,0.9628906,0.002441406,0.06005859,-0.2558594
200374,1.1875,-4,-0.75,-0.05664063,0.1650391,0.9780273,0.002441406,0.06152344,-0.2587891
200375,1,-3.25,-0.8125,-0.06054688,0.1572266,0.9707031,0.002441406,0.06152344,-0.2587891
200377,1.1875,-3,-0.625,-0.07226563,0.1416016,0.9741211,0.0009765625,0.05859375,-0.2573242
200380,1.8125,-2.8125,-0.375,-0.07226563,0.1220703,0.9819336,0.002441406,0.06005859,-0.2587891
200382,3.125,-3.125,0.3125,-0.08007813,0.1069336,0.9897461,0.002441406,0.06005859,-0.2587891
200383,4.3125,-3.6875,1.125,-0.09179688,0.1108398,0.9858398,0.0009765625,0.06152344,-0.2587891
200385,5.625,-4.25,1.6875,-0.09179688,0.1069336,0.9858398,0.002441406,0.05859375,-0.2617188
200386,7.125,-4.5,2.3125,-0.08789063,0.09521484,0.9819336,0.002441406,0.05859375,-0.2617188
200388,8.75,-5.4375,3.1875,-0.08398438,0.08349609,0.9936523,0.0009765625,0.05859375,-0.2602539
200389,10.8125,-6.5,4.3125,-0.1074219,0.07958984,0.9819336,0.003417969,0.06005859,-0.2573242
200391,12.625,-8.1875,5.25,-0.1074219,0.07568359,0.9819336,0.003417969,0.06005859,-0.2573242
200392,13.6875,-9.8125,6.3125,-0.09960938,0.09130859,0.9780273,0.0009765625,0.06005859,-0.2602539
200394,14.5625,-10.75,7.3125,-0.07226563,0.09521484,0.9550781,0.003417969,0.05615234,-0.2602539
200395,14.625,-10.1875,7.375,-0.04492188,0.1181641,0.9433594,0.003417969,0.05615234,-0.2602539
200397,14.625,-8.125,7.4375,-0.01416016,0.1416016,0.9243164,0.004882813,0.05615234,-0.2587891
200398,13.5,-6.25,7.0625,-0.01025391,0.1650391,0.9165039,0.002441406,0.05615234,-0.2587891
200400,12.25,-3.5625,6.4375,-0.006347656,0.1806641,0.9125977,0.002441406,0.05615234,-0.2587891
200401,10.5,-0.6875,5.625,0.008789063,0.199707,0.8974609,0.002441406,0.05224609,-0.2602539
200403,7.9375,2.625,4.6875,0.02441406,0.215332,0.8896484,0.0009765625,0.0546875,-0.2602539
200404,4.8125,7.125,3.125,0.05175781,0.2192383,0.8701172,0.0009765625,0.0546875,-0.2602539
200406,1.9375,13.5625,1.3125,0.07519531,0.2231445,0.8701172,0.0009765625,0.05322266,-0.2602539
200407,-0.8125,18.875,-0.5,0.07128906,0.2231445,0.8588867,0,0.05322266,-0.2573242
200409,-1.0625,23.875,-2.25,0.03613281,0.1918945,0.9204102,0,0.05322266,-0.2573242
200410,-3.0625,25.375,-2.75,-0.04101563,0.1879883,0.9047852,0.0009765625,0.05712891,-0.2602539
200412,-4.875,24.9375,-3.125,-0.03759766,0.1918945,0.8740234,0.002441406,0.05615234,-0.2587891
200413,-6.1875,28.6875,-4.5,0.02832031,0.1958008,0.9282227,0.002441406,0.05615234,-0.2587891
200415,-7.0625,32.75,-6.125,0.01660156,0.199707,0.9086914,0.004882813,0.0546875,-0.2573242
200416,-8.375,35.6875,-7.375,-0.002441406,0.2192383,0.9321289,0.003417969,0.0546875,-0.2587891
200418,-8.875,37.875,-8.875,-0.03759766,0.1958008,0.9628906,0.003417969,0.0546875,-0.2587891
200419,-9.4375,37.9375,-9.125,-0.1152344,0.2114258,1.001465,0.006347656,0.05712891,-0.2602539
200421,-10.375,32.0625,-9,-0.2084961,0.2192383,1.085938,0.006347656,0.05712891,-0.2558594
200422,-12.1875,19.25,-8.5625,-0.3681641,0.296875,1.066895,0.006347656,0.05712891,-0.2558594
200424,-12.375,14.25,-7.5625,-0.1152344,0.1806641,0.9667969,0.007324219,0.05712891,-0.2587891
200425,-12.3125,18.0625,-7.6875,-0.04882813,0.1611328,1.020508,0.007324219,0.0546875,-0.2617188
200427,-11.625,16.625,-7.5,-0.1269531,0.1572266,0.9858398,0.007324219,0.0546875,-0.2617188
200428,-10.3125,15.5,-6.9375,-0.1152344,0.1494141,1.005371,0.006347656,0.05859375,-0.2558594
200430,-9.5625,15.0625,-6.3125,-0.1308594,0.1611328,1.024414,0.006347656,0.05859375,-0.2573242
200431,-8.625,13.375,-4.875,-0.1230469,0.1376953,0.9897461,0.006347656,0.05859375,-0.2573242
200433,-7.625,14.4375,-4.1875,-0.06445313,0.1494141,0.9780273,0.006347656,0.05712891,-0.2558594
200434,-7.375,16.3125,-3.75,-0.06054688,0.1689453,0.9897461,0.008789063,0.06005859,-0.2587891
200436,-6.875,17.25,-3.4375,-0.07617188,0.1494141,0.9858398,0.008789063,0.06005859,-0.2587891
200437,-6.375,18.125,-3.125,-0.09570313,0.1416016,1.001465,0.008789063,0.06152344,-0.2587891
200439,-5.375,15.5,-2.4375,-0.1621094,0.1108398,0.9819336,0.01025391,0.05859375,-0.2587891
200440,-4.125,12.375,-1.875,-0.1542969,0.07568359,1.005371,0.01025391,0.05859375,-0.2587891
200442,-3,11.8125,-0.625,-0.1074219,0.1259766,0.9975586,0.01025391,0.05712891,-0.2558594
200443,-3.0625,12.5,0.1875,-0.08789063,0.2192383,0.9667969,0.008789063,0.06005859,-0.2558594
200445,-2.875,13.0625,0.9375,-0.1308594,0.2075195,0.9707031,0.008789063,0.06005859,-0.2558594
200446,0.3125,9.875,2.5625,-0.07617188,0.01367188,1.008789,0.01123047,0.06005859,-0.2617188
200448,4.375,16,4.625,-0.08398438,0.06005859,1.024414,0.01123047,0.05859375,-0.2602539
200449,3.75,10.8125,5.375,-0.2006836,0.2387695,0.9667969,0.01123047,0.05859375,-0.2602539
200451,3.0625,9.875,4.8125,-0.1152344,0.2114258,1.020508,0.01025391,0.06005859,-0.2573242
200452,4.75,12.875,4.8125,-0.06835938,0.1259766,1.012695,0.01123047,0.06005859,-0.2587891
200454,5.6875,14.75,5.125,-0.08398438,0.1918945,1.016602,0.01123047,0.06005859,-0.2587891
200455,5.9375,16.1875,4.75,-0.09179688,0.1879883,1.012695,0.01269531,0.06005859,-0.2587891
200457,5.9375,17.75,4.25,-0.09960938,0.2075195,1.016602,0.01513672,0.05712891,-0.2602539
200458,6.9375,18.3125,4.25,-0.1035156,0.1689453,1.02832,0.01513672,0.05712891,-0.2602539
200460,8.125,19.4375,4.875,-0.1699219,0.1069336,1.055176,0.01416016,0.05859375,-0.2573242
200461,8.25,16.625,5.4375,-0.1894531,0.199707,1.008789,0.01513672,0.05859375,-0.2587891
200463,10.0625,16.1875,5.9375,-0.1660156,0.1142578,1.059082,0.01513672,0.05859375,-0.2587891
200464,12.9375,15.75,7.875,-0.1855469,0.1142578,1.05127,0.01513672,0.05615234,-0.2573242
200466,15.5625,15.1875,10.125,-0.1699219,0.1142578,1.047363,0.01513672,0.05712891,-0.2587891
200467,19.1875,15.25,12,-0.1425781,0.08349609,1.047363,0.01513672,0.05712891,-0.2587891
200469,22.4375,16.3125,13.5625,-0.1425781,0.1069336,1.059082,0.01416016,0.05712891,-0.2602539
200470,25.375,19.1875,14.75,-0.1191406,0.08740234,1.101563,0.01660156,0.05615234,-0.2587891
200472,30.125,21.0625,15.25,-0.1542969,0.05615234,1.097656,0.01660156,0.05615234,-0.2587891
200473,35,23.5,17,-0.1503906,0.03662109,1.117188,0.01660156,0.05712891,-0.2573242
200475,39.6875,28.875,18.125,-0.07226563,0.02148438,1.097656,0.02197266,0.05322266,-0.2602539
200477,42,39.1875,17.375,0.07910156,0.07568359,1.101563,0.02197266,0.05322266,-0.2602539
200479,39.5625,56.25,15.875,0.2348633,0.2426758,1.047363,0.02050781,0.05224609,-0.2602539
200480,32.3125,78.125,11.6875,0.4448242,0.347168,1.001465,0.02294922,0.05224609,-0.2587891
200482,21.125,109.4375,5.1875,0.6669922,0.4599609,0.9819336,0.02294922,0.05224609,-0.2587891
200483,6.25,147.25,-3.0625,0.8266602,0.5957031,0.9511719,0.02587891,0.05322266,-0.2587891
200485,-2.75,191.0625,-9.875,0.7485352,0.378418,1.085938,0.03076172,0.05078125,-0.2587891
200486,-7.3125,221.75,-19.3125,0.5581055,0.4018555,1.043945,0.03076172,0.05078125,-0.2587891
200488,-1.6875,245.875,-36.75,0.5463867,0.2773438,1.178711,0.03710938,0.04931641,-0.2587891
200489,9.6875,282.4375,-49.5625,0.7446289,0.3510742,1.270996,0.04394531,0.05224609,-0.2548828
200491,31.25,355.1875,-65.5,1.437988,0.1494141,1.941895,0.04394531,0.05224609,-0.2548828
200492,87.6875,464.375,-79.9375,2.201172,-0.6337891,2.748047,0.05175781,0.05078125,-0.2573242
200494,134.8125,579.9375,-73.1875,1.644531,-0.4243164,2.975098,0.06445313,0.04931641,-0.2558594
200495,179.75,646.5625,-62.625,1.920898,-0.9716797,2.720703,0.06445313,0.04931641,-0.2558594
200497,245.6875,772.25,-62.8125,2.104004,-0.5136719,4.066406,0.08007813,0.04541016,-0.2490234
200498,313.25,873.5625,-83.25,1.609375,-0.8398438,3.765625,0.1010742,0.04150391,-0.2412109
200500,381.8125,929,-89.4375,2.021973,-0.2304688,4.205078,0.1010742,0.04150391,-0.2412109
200501,409.1875,993.5,-89.8125,3.205566,-0.3466797,5.188477,0.1230469,0.03076172,-0.2353516
200503,409.375,968.75,-99.25,4.334961,0.7705078,6.441406,0.1474609,0.02148438,-0.2202148
200504,383.5625,895.3125,-113.1875,5.21875,0.9643555,7.817871,0.1474609,0.02148438,-0.2202148
200506,322.4375,699.375,-125.8125,4.066406,1.418457,7.393555,0.1669922,0.01318359,-0.2050781
200507,207.625,362.5625,-79.6875,-2.615234,2.881348,7.224121,0.1826172,0.008300781,-0.1972656
200509,63.6875,7,-22.5,-2.73584,3.424805,6.823242,0.1826172,0.008300781,-0.1972656
200510,-77.6875,-212.875,6.375,0.34375,2.85791,5.126465,0.1865234,0.00390625,-0.1914063
200512,-137.75,-279.6875,17.0625,3.283691,1.239746,3.009766,0.1826172,0.008300781,-0.1943359
200513,-122.625,-217.3125,15.5625,5.05127,-0.07519531,1.714355,0.1826172,0.008300781,-0.1943359
200515,-96.6875,-103.5625,11.125,5.000977,-1.398438,0.831543,0.1772461,0.009277344,-0.2011719
200516,-63,-6.375,0,4.595703,-0.203125,0.5078125,0.1748047,0.01074219,-0.2011719
200518,-48.875,45.4375,-10.25,3.373047,-0.2304688,0.3383789,0.1748047,0.01074219,-0.2011719
200519,-33.25,58.4375,-15.0625,2.403809,-0.2148438,0.550293,0.1757813,0.01220703,-0.199707
200521,-18.5,37.5,-20.5625,1.753418,-0.1489258,0.8125,0.1757813,0.01757813,-0.199707
200522,-9,-0.5,-24.25,1.585938,-0.01708984,1.128418,0.1757813,0.01757813,-0.199707
200524,-9,-52.375,-24.625,1.437988,0.1181641,1.221191,0.1772461,0.01611328,-0.1982422
200525,-15.8125,-91.75,-21.3125,1.663574,0.2114258,1.40625,0.1748047,0.01318359,-0.2050781
200527,-25.875,-119.1875,-16.6875,1.98291,0.2192383,1.502441,0.1748047,0.01318359,-0.2050781
200528,-36.75,-132.8125,-13.4375,2.224609,0.1879883,1.506348,0.1733398,0.01611328,-0.2041016
200530,-47.875,-139.8125,-10.8125,2.302246,0.1455078,1.463867,0.1694336,0.02001953,-0.2050781
200531,-59.25,-146.375,-8.4375,2.208984,0.09912109,1.398438,0.1694336,0.02001953,-0.2050781
200533,-71.375,-155.125,-6.6875,2.025879,0.05224609,1.333008,0.168457,0.01855469,-0.2109375
200534,-82.3125,-166.8125,-6.1875,1.819336,-0.01318359,1.263672,0.1616211,0.02294922,-0.2080078
200536,-91.4375,-180.125,-7.75,1.659668,-0.08691406,1.186523,0.1616211,0.02294922,-0.2080078
200537,-97.75,-193,-11,1.5625,-0.168457,1.144043,0.1591797,0.02392578,-0.2124023
200539,-101.375,-202.6875,-16.25,1.507813,-0.2421875,1.13623,0.1538086,0.02392578,-0.2148438
200540,-102.3125,-210.5,-22.375,1.465332,-0.2768555,1.128418,0.1538086,0.02392578,-0.2148438
200542,-101.4375,-216.875,-29.875,1.39502,-0.2924805,1.13623,0.1489258,0.02783203,-0.2202148
200543,-99.4375,-223.1875,-38,1.301758,-0.2963867,1.151855,0.1420898,0.03320313,-0.2202148
200545,-96.25,-228.3125,-45.9375,1.223633,-0.2768555,1.20166,0.1420898,0.03320313,-0.2202148
200546,-91.5,-233.25,-53.0625,1.122559,-0.2612305,1.282715,0.137207,0.03466797,-0.2270508
200548,-86.9375,-238.9375,-59.5625,1.029297,-0.203125,1.379395,0.1318359,0.03857422,-0.2299805
200549,-83.5,-246.9375,-63.8125,0.8925781,-0.1293945,1.467773,0.1318359,0.03857422,-0.2299805
200551,-81.75,-256.5625,-66.25,0.7563477,-0.04394531,1.533203,0.1254883,0.03857422,-0.2314453
200552,-82,-268.8125,-67.125,0.6005859,0.04052734,1.571777,0.1176758,0.04248047,-0.2329102
200554,-83.5625,-283,-66.125,0.4448242,0.1220703,1.560547,0.1176758,0.04248047,-0.2329102
200555,-85.625,-296.1875,-63.875,0.3476563,0.1845703,1.552734,0.1113281,0.04541016,-0.2353516
200557,-87.8125,-307.875,-61.4375,0.2851563,0.2192383,1.564453,0.1020508,0.04785156,-0.2397461
200558,-89.875,-318.6875,-58.4375,0.2270508,0.2617188,1.548828,0.1020508,0.04785156,-0.2397461
200560,-90.6875,-327.1875,-55.375,0.1762695,0.2890625,1.506348,0.09423828,0.05322266,-0.2412109
200561,-90.875,-333.4375,-51.1875,0.1606445,0.3354492,1.490723,0.08789063,0.0546875,-0.2436523
200563,-90,-338.625,-46.5625,0.1176758,0.362793,1.494629,0.08789063,0.0546875,-0.2436523
200564,-88.125,-343.375,-41.625,0.09082031,0.3823242,1.518066,0.08007813,0.05859375,-0.246582
200566,-84.6875,-348.5,-37.1875,0.05566406,0.3862305,1.533203,0.06689453,0.0625,-0.2480469
200567,-79.75,-353.4375,-33.75,0.04785156,0.3823242,1.602539,0.06689453,0.0625,-0.2480469
200569,-73.5,-358.1875,-30.1875,0.05566406,0.3862305,1.679688,0.05664063,0.06689453,-0.2504883
200570,-66.375,-362.375,-26.5,0.04785156,0.4018555,1.749512,0.04785156,0.06689453,-0.253418
200572,-58.75,-367.6875,-22.4375,0.02050781,0.4443359,1.807129,0.04785156,0.06689453,-0.253418
200575,-50.875,-372.875,-17.75,0.004882813,0.4638672,1.849609,0.03710938,0.07177734,-0.2548828
200577,-43.125,-378.375,-13.0625,-0.04101563,0.5063477,1.86084,0.02587891,0.07324219,-0.2558594
200578,-35.8125,-383,-8.625,-0.06445313,0.5532227,1.841797,0.02587891,0.07324219,-0.2558594
200580,-28,-385,-2.875,-0.04492188,0.6191406,1.811035,0.01513672,0.07324219,-0.2548828
200581,-18.8125,-382.125,4.375,-0.02197266,0.6694336,1.853516,0.003417969,0.07324219,-0.2548828
200583,-8.75,-378.1875,12.3125,-0.09960938,0.6811523,1.845703,0.003417969,0.07324219,-0.2548828
200584,0.875,-377.25,20.1875,-0.2163086,0.6889648,1.826172,-0.004882813,0.07324219,-0.2573242
200586,11.375,-376.625,27.75,-0.2944336,0.7006836,1.841797,-0.01513672,0.07470703,-0.2548828
200587,22.6875,-375.9375,35.4375,-0.3759766,0.6967773,1.845703,-0.01513672,0.07470703,-0.2548828
200589,33.5,-374.5625,42.625,-0.3837891,0.7353516,1.86084,-0.02685547,0.07324219,-0.2548828
200590,42.5625,-370.625,49.8125,-0.3256836,0.8168945,1.915039,-0.03759766,0.07324219,-0.2519531
200592,49.5,-362,58,-0.2592773,0.8984375,2.007813,-0.03759766,0.07324219,-0.2519531
200593,53.5625,-349.75,68.0625,-0.1928711,1.030273,2.188965,-0.04785156,0.07177734,-0.2519531
200595,54.3125,-338.625,79.375,-0.2202148,1.169922,2.396973,-0.05566406,0.07080078,-0.2490234
200596,50.6875,-331.6875,92.625,-0.3139648,1.30957,2.574219,-0.05566406,0.07080078,-0.2490234
200598,45.0625,-327.9375,107.6875,-0.4462891,1.406738,2.790039,-0.06445313,0.07177734,-0.2480469
200599,39.6875,-329.375,122.8125,-0.6450195,1.418457,2.986816,-0.07128906,0.07080078,-0.246582
200601,37.375,-336,137.375,-0.8510742,1.321289,3.194824,-0.07128906,0.07080078,-0.246582
200602,41.8125,-344.75,149.375,-1.026367,1.104004,3.40332,-0.08251953,0.07080078,-0.2436523
200604,51.1875,-354.5625,157.8125,-1.221191,0.8671875,3.541992,-0.08935547,0.07080078,-0.2412109
200605,61,-362.625,163.75,-1.376953,0.7548828,3.592285,-0.08935547,0.07080078,-0.2412109
200607,66.0625,-368.25,166.625,-1.466309,0.7509766,3.545898,-0.09716797,0.06933594,-0.2382813
200608,64.4375,-368.4375,167.375,-1.583008,0.7705078,3.464844,-0.1049805,0.07177734,-0.2329102
200610,58.125,-364.5,167.5,-1.77002,0.7744141,3.303223,-0.1049805,0.07177734,-0.2329102
200611,49.375,-357.9375,166.3125,-1.980469,0.7666016,3.141113,-0.112793,0.07177734,-0.2299805
200613,38.375,-346.5,162.3125,-2.198242,0.7587891,2.952148,-0.1230469,0.07080078,-0.2246094
200614,29.75,-334.0625,156.375,-2.455566,0.7197266,2.797852,-0.1230469,0.07080078,-0.2246094
200616,22.4375,-322.5625,149,-2.731934,0.6499023,2.578125,-0.1308594,0.07470703,-0.2192383
200617,16.125,-311,138.8125,-2.938477,0.6191406,2.335449,-0.1357422,0.07470703,-0.2192383
200619,9.5,-298.125,125.3125,-3.090332,0.5878906,2.126953,-0.1357422,0.07470703,-0.2192383
200620,5.4375,-285.5625,109.5625,-3.210938,0.5493164,1.930664,-0.1425781,0.07617188,-0.2124023
200622,4.5,-269.875,91.875,-3.272949,0.5063477,1.772461,-0.1464844,0.07617188,-0.2080078
200623,7.5,-251.5,71.75,-3.366699,0.4985352,1.602539,-0.1464844,0.07617188,-0.2080078
200625,13.5,-233.5625,53.3125,-3.456055,0.4985352,1.51416,-0.1513672,0.08007813,-0.2050781
200626,23.375,-215.4375,34.8125,-3.623535,0.4946289,1.394531,-0.1591797,0.08007813,-0.2011719
200628,37.3125,-200.6875,17.3125,-3.849609,0.3666992,1.414063,-0.1591797,0.08007813,-0.2011719
200629,59.25,-191.375,-4.125,-4.145508,0.1142578,1.599121,-0.1630859,0.08007813,-0.1972656
200631,87.4375,-187.125,-26,-4.492188,-0.08300781,1.625977,-0.1655273,0.08007813,-0.1943359
200632,117.375,-178,-43.625,-4.733398,-0.05566406,1.487305,-0.1655273,0.08007813,-0.1943359
200634,136.8125,-161.75,-54.25,-4.95166,0.2231445,1.213379,-0.1694336,0.07617188,-0.1914063
200635,138.0625,-138.8125,-56.0625,-5.274414,0.5141602,0.7470703,-0.1733398,0.06933594,-0.1904297
200637,123.5625,-113.625,-51.0625,-5.578125,0.7275391,0.1992188,-0.1733398,0.06933594,-0.1904297
200638,98.4375,-84.9375,-39.5,-5.710938,0.6850586,-0.309082,-0.1772461,0.06787109,-0.1904297
200640,64.5625,-53.8125,-31.625,-5.804199,0.8168945,-0.6943359,-0.1801758,0.06542969,-0.1889648
200641,26.75,-23.125,-19.5,-5.683594,0.6538086,-0.9067383,-0.1801758,0.06542969,-0.1889648
200643,-8.5625,8.875,-12.25,-5.48877,0.5532227,-0.9453125,-0.1811523,0.06152344,-0.1875
200644,-38,44.625,-9.8125,-5.068359,0.3393555,-0.8256836,-0.1811523,0.06396484,-0.1875
200646,-58.25,87.5,-12.8125,-4.60498,0.1879883,-0.4633789,-0.1811523,0.06396484,-0.1875
200647,-71.0625,126.5,-19.625,-4.320801,0.1142578,-0.0625,-0.1801758,0.0625,-0.1904297
200649,-79.25,160.25,-26.8125,-4.118164,0.1069336,0.4189453,-0.1772461,0.06542969,-0.1904297
200650,-84.75,186.625,-33.0625,-3.865234,0.2114258,1.113281,-0.1772461,0.06542969,-0.1904297
200652,-81.375,132.0625,22.3125,-3.315918,1.387207,1.352051,-0.1733398,0.06689453,-0.1928711
200653,-228.125,108.75,52.5,-2.529297,2.757324,0.6352539,-0.1708984,0.07080078,-0.1928711
200655,-275.75,-21.0625,140.3125,0.2036133,0.4018555,1.444824,-0.1708984,0.07080078,-0.1928711
200656,-285.125,-42.4375,156.75,2.04541,-1.716797,-2.360352,-0.1694336,0.07861328,-0.1914063
200658,-28.8125,4.3125,122.9375,6.511719,-5.845703,-5.54834,-0.1694336,0.08251953,-0.1904297
200659,221.75,451.3125,35.8125,7.94873,-5.364746,-2.221191,-0.1694336,0.08251953,-0.1904297
200661,173.9375,1146.188,-100.3125,7.94873,-0.2421875,-0.1240234,-0.1645508,0.08398438,-0.1928711
200662,107.375,1230.438,-134.8125,-1.606445,0.7041016,1.251953,-0.1396484,0.07617188,-0.2133789
200664,79.25,935.4375,-123.125,-7.996582,-0.2578125,4.552246,-0.1396484,0.07617188,-0.2133789
200665,99.9375,505.4375,-53.25,-7.996582,0.5180664,5.346191,-0.1152344,0.07177734,-0.2285156
200667,66.3125,297.5625,-1.25,-6.310547,0.8789063,5.5625,-0.1020508,0.06933594,-0.2382813
200668,47.5625,219.3125,-4.8125,-2.716309,-0.4902344,4.424805,-0.1020508,0.06933594,-0.2382813
200670,75.875,207.1875,-25.5625,-0.3139648,-2.050293,3.730957,-0.09570313,0.07080078,-0.2382813
200672,97.125,222.8125,-62.25,1.067871,-0.6650391,3.349121,-0.09033203,0.06542969,-0.2412109
200674,103.1875,255.6875,-87.9375,1.59375,-0.6416016,3.256836,-0.09033203,0.06542969,-0.2412109
200675,115.1875,272.9375,-98.75,0.6982422,-0.6650391,2.462402,-0.08251953,0.06396484,-0.2436523
200677,131.875,265.5625,-93.0625,-0.01416016,-0.3388672,1.837891,-0.07763672,0.05712891,-0.2480469
200678,130.625,243.9375,-90.125,-0.6411133,0.28125,1.055176,-0.07763672,0.05712891,-0.2480469
200680,115.125,220.5625,-88.5625,-0.831543,0.7817383,0.5463867,-0.06982422,0.05224609,-0.2490234
200681,171.6875,173.5625,17.6875,0.7719727,0.04052734,1.097656,-0.06201172,0.04931641,-0.2548828
200683,159.25,305.75,79.3125,3.680664,4.969238,3.507324,-0.06201172,0.04931641,-0.2548828
200684,20.3125,436.8125,-16.75,3.088867,4.82959,3.730957,-0.05810547,0.046875,-0.253418
200686,-44.8125,445.625,-48.6875,-1.575684,1.775391,2.470215,-0.04492188,0.04541016,-0.2587891
200687,-52.6875,295.5,-23.1875,-4.18457,0.1728516,1.221191,-0.04492188,0.04541016,-0.2587891
200689,-49.5625,154.875,0.75,-2.790527,-0.4243164,2.073242,-0.03613281,0.04394531,-0.2602539
200690,-24.8125,110.8125,-4.75,-0.527832,-0.5371094,2.319824,-0.03222656,0.046875,-0.2602539
200692,2.25,120.5,-11.5,0.3945313,-0.6416016,1.251953,-0.03222656,0.046875,-0.2602539
200693,10.1875,140.625,-16.5,0.6005859,-0.2460938,0.4848633,-0.02685547,0.046875,-0.2602539
200695,-0.9375,171.125,-24,0.7680664,0.5644531,0.480957,-0.02587891,0.046875,-0.2587891
200696,-27.5,197.75,-39.4375,0.487793,1.212891,0.9321289,-0.02587891,0.046875,-0.2587891
200698,-50.5,197,-50.9375,-0.2944336,0.90625,1.229004,-0.01660156,0.04541016,-0.2617188
200699,-51.5625,164.5,-49.875,-1.049805,0.199707,1.329102,-0.01513672,0.04931641,-0.2587891
200701,-44.9375,124,-41.6875,-1.092773,-0.08691406,1.429199,-0.01513672,0.04931641,-0.2587891
200702,-38.625,98.9375,-35.0625,-0.7226563,0.06787109,1.452637,-0.01123047,0.04931641,-0.2587891
200704,-37.8125,84,-33.0625,-0.4541016,0.3046875,1.229004,-0.007324219,0.04785156,-0.2641602
200705,-40.125,74.1875,-33.25,-0.2358398,0.3320313,1.101563,-0.007324219,0.04785156,-0.2641602
200707,-45,72.3125,-32.9375,-0.1621094,0.3666992,1.001465,-0.004882813,0.05078125,-0.2602539
200708,-49.1875,69.5625,-32.8125,-0.1894531,0.2695313,1.055176,-0.00390625,0.05224609,-0.2602539
200710,-50.0625,64.8125,-31.3125,-0.2749023,0.230957,1.155762,-0.00390625,0.05224609,-0.2602539
200711,-48.5625,53.8125,-27.9375,-0.4150391,0.2114258,1.248047,-0.002441406,0.0546875,-0.2602539
200713,-45.875,40.1875,-23.6875,-0.4697266,0.1767578,1.286621,-0.0009765625,0.05615234,-0.2617188
200714,-41.6875,27.4375,-19.3125,-0.4150391,0.1069336,1.248047,-0.0009765625,0.05615234,-0.2617188
200716,-35.875,19.5,-16.4375,-0.2866211,0.04833984,1.205566,-0.0009765625,0.05712891,-0.2602539
200717,-31.125,15.6875,-13.9375,-0.2006836,0.06005859,1.155762,0.0009765625,0.05615234,-0.2587891
200719,-27.375,12.1875,-11.8125,-0.2124023,0.09912109,1.140137,0.0009765625,0.05615234,-0.2587891
200720,-24,7.125,-9.8125,-0.2163086,0.09912109,1.140137,0.0009765625,0.05712891,-0.2573242
200722,-19.5625,2.1875,-8.0625,-0.2045898,0.08740234,1.144043,0,0.06005859,-0.2602539
200723,-16.4375,-1.25,-5.4375,-0.1928711,0.05615234,1.128418,0,0.06005859,-0.2602539
200725,-11.75,-5.125,-4.4375,-0.1621094,0.05224609,1.124512,0,0.06005859,-0.2573242
200726,-8.125,-7.875,-2.625,-0.1582031,0.07177734,1.085938,0,0.05712891,-0.2587891
200728,-5.5,-10.875,-1.3125,-0.1425781,0.08740234,1.055176,0,0.05712891,-0.2587891
200729,-3.5625,-11.125,-0.375,-0.09179688,0.1030273,1.032227,0,0.06005859,-0.2573242
200731,-1.8125,-11.375,0.1875,-0.07617188,0.1108398,1.02832,0,0.06152344,-0.2587891
200732,-0.5625,-11.1875,0.5,-0.07226563,0.1181641,1.016602,0,0.06152344,-0.2587891
200734,0.25,-10.5,1,-0.05664063,0.1298828,0.9741211,-0.0009765625,0.06005859,-0.2587891
200735,-0.125,-9.4375,1.3125,-0.03759766,0.1572266,0.9472656,-0.0009765625,0.05859375,-0.2602539
200737,-0.25,-7.75,0.9375,-0.01806641,0.1611328,0.9589844,-0.0009765625,0.05859375,-0.2602539
200738,-1.4375,-5.75,0.375,-0.01025391,0.1918945,0.9472656,-0.0009765625,0.06005859,-0.2617188
200740,-2.3125,-4.0625,-0.0625,-0.02587891,0.1958008,0.9511719,-0.0009765625,0.06005859,-0.2587891
200741,-3.8125,-2.625,-0.75,-0.03369141,0.1958008,0.9628906,-0.0009765625,0.06005859,-0.2587891
200743,-5.0625,-1.125,-1.4375,-0.03759766,0.1958008,0.9780273,-0.002441406,0.06005859,-0.2587891
200744,-6.1875,-0.9375,-2,-0.06054688,0.199707,0.9858398,-0.0009765625,0.06005859,-0.2587891
200746,-7.6875,-1,-2.625,-0.07226563,0.2075195,0.9780273,-0.0009765625,0.06005859,-0.2587891
200747,-8.8125,-0.75,-3.375,-0.05273438,0.2036133,0.9667969,-0.002441406,0.06152344,-0.2587891
200749,-10.5,0.375,-4.3125,-0.04101563,0.1958008,0.9589844,-0.002441406,0.06152344,-0.2573242
200750,-11.6875,1.625,-4.6875,-0.03369141,0.1845703,0.9433594,-0.002441406,0.06152344,-0.2573242
200752,-13.125,3.3125,-5.3125,-0.02197266,0.1918945,0.9394531,-0.0009765625,0.06005859,-0.2587891
200753,-15.375,6.4375,-6.6875,0.01660156,0.199707,0.9243164,-0.0009765625,0.0625,-0.2573242
200755,-17.0625,10.5,-7.75,0.03613281,0.1845703,0.9008789,-0.0009765625,0.0625,-0.2573242
200756,-19.0625,15,-8.875,0.05175781,0.1767578,0.8818359,0,0.0625,-0.2573242
